BS,CellName,load,ESMode1,ESMode2,ESMode3,ESMode5,ESMode6,Year_x,Month,Day,Hour,Minute_x,Energy,RUType,Mode,Frequency,Bandwidth,Antennas,TXpower
B_9,Cell0,0.01317,0.0,0.0,0.0,0.0,0.0,2023,1,4,21,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01888,0.0,0.0,0.0,0.0,0.0,2023,1,4,23,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01423,0.0,0.0,0.0,0.0,0.0,2023,1,5,0,0,16.44245142,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.0083,0.983333333,0.983333333,0.0,0.0,0.0,2023,1,5,2,0,8.669656203,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00818,1.0,1.0,0.0,0.0,0.0,2023,1,5,3,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00812,1.0,1.0,0.0,0.0,0.0,2023,1,5,4,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00811,1.0,1.0,0.0,0.0,0.0,2023,1,5,5,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00824,1.0,1.0,0.0,0.0,0.0,2023,1,5,6,0,15.69506726,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01127,0.0,0.000555556,0.0,0.0,0.0,2023,1,5,7,0,16.21823617,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01139,0.0,0.0,0.0,0.0,0.0,2023,1,5,8,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01231,0.0,0.0,0.0,0.0,0.0,2023,1,5,9,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01338,0.0,0.0,0.0,0.0,0.0,2023,1,5,10,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01156,0.0,0.0,0.0,0.0,0.0,2023,1,5,11,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01533,0.0,0.0,0.0,0.0,0.0,2023,1,5,12,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.02056,0.0,0.0,0.0,0.0,0.0,2023,1,5,13,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01234,0.0,0.0,0.0,0.0,0.0,2023,1,5,16,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01361,0.0,0.0,0.0,0.0,0.0,2023,1,5,17,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01482,0.0,0.0,0.0,0.0,0.0,2023,1,5,18,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01449,0.0,0.0,0.0,0.0,0.0,2023,1,5,19,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01192,0.0,0.0,0.0,0.0,0.0,2023,1,5,22,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01214,0.0,0.0,0.0,0.0,0.0,2023,1,5,23,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01295,0.0,0.0,0.0,0.0,0.0,2023,1,6,0,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01178,0.0,0.0,0.0,0.0,0.0,2023,1,6,1,0,9.56651719,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00834,0.983333333,0.984444444,0.0,0.0,0.0,2023,1,6,2,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00823,1.0,1.0,0.0,0.0,0.0,2023,1,6,3,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00817,1.0,1.0,0.0,0.0,0.0,2023,1,6,4,0,8.819133034,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00816,1.0,1.0,0.0,0.0,0.0,2023,1,6,5,0,12.182361732,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.0083,1.0,1.0,0.0,0.0,0.0,2023,1,6,6,0,15.54559043,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01118,0.0,0.0,0.0,0.0,0.0,2023,1,6,8,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01148,0.0,0.0,0.0,0.0,0.0,2023,1,6,9,0,16.44245142,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01154,0.0,0.0,0.0,0.0,0.0,2023,1,6,10,0,16.44245142,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01253,0.0,0.0,0.0,0.0,0.0,2023,1,6,11,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.0162,0.0,0.0,0.0,0.0,0.0,2023,1,6,12,0,16.641753859999998,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01231,0.0,0.0,0.0,0.0,0.0,2023,1,6,13,0,16.69157947,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01314,0.0,0.0,0.0,0.0,0.0,2023,1,6,14,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01724,0.0,0.0,0.0,0.0,0.0,2023,1,6,16,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01323,0.0,0.0,0.0,0.0,0.0,2023,1,6,17,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01475,0.0,0.0,0.0,0.0,0.0,2023,1,6,18,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01757,0.0,0.0,0.0,0.0,0.0,2023,1,6,19,0,17.33931241,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.03663,0.0,0.0,0.0,0.0,0.0,2023,1,6,20,0,17.04035874,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.02302,0.0,0.0,0.0,0.0,0.0,2023,1,6,21,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01988,0.0,0.0,0.0,0.0,0.0,2023,1,6,22,0,16.89088191,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.02647,0.0,0.0,0.0,0.0,0.0,2023,1,6,23,0,17.04035874,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00836,0.983333333,0.983611111,0.0,0.0,0.0,2023,1,7,2,0,8.669656203,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.00791,1.0,1.0,0.0,0.0,0.0,2023,1,7,5,0,8.669656203,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01129,0.0,0.0,0.0,0.0,0.0,2023,1,7,9,0,16.29297459,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.0158,0.0,0.0,0.0,0.0,0.0,2023,1,7,12,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01297,0.0,0.0,0.0,0.0,0.0,2023,1,7,14,0,16.59192825,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01213,0.0,0.0,0.0,0.0,0.0,2023,1,7,15,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01408,0.0,0.0,0.0,0.0,0.0,2023,1,7,19,0,16.74140508,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_9,Cell0,0.01229,0.0,0.0,0.0,0.0,0.0,2023,1,7,23,0,16.29297459,Type4,Mode2,0.4565755860640128,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010457447,0.0,0.0,0.0,0.0,0.0,2023,1,1,1,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010106383,0.0,0.0,0.0,0.0,0.0,2023,1,1,2,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009159574,0.0,0.0,0.0,0.0,0.0,2023,1,1,3,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.011255319,0.0,0.0,0.0,0.0,0.0,2023,1,1,4,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009170213,0.0,0.0,0.0,0.0,0.0,2023,1,1,5,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009680851,0.0,0.0,0.0,0.0,0.0,2023,1,1,6,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.013489362,0.0,0.0,0.0,0.0,0.0,2023,1,1,7,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.021382979,0.0,0.0,0.0,0.0,0.0,2023,1,1,8,0,30.64275037,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.021074468,0.0,0.0,0.0,0.0,0.0,2023,1,1,9,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.020946809,0.0,0.0,0.0,0.0,0.0,2023,1,1,10,0,31.2406577,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.035223404,0.0,0.0,0.0,0.0,0.0,2023,1,1,11,0,32.73542601,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.092,0.0,0.0,0.0,0.0,0.0,2023,1,1,12,0,32.28699552,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.068287234,0.0,0.0,0.0,0.0,0.0,2023,1,1,13,0,31.689088194999997,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.024765957,0.0,0.0,0.0,0.0,0.0,2023,1,1,14,0,31.09118087,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.030659574,0.0,0.0,0.0,0.0,0.0,2023,1,1,15,0,31.98804185,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.043968085,0.0,0.0,0.0,0.0,0.0,2023,1,1,16,0,31.39013453,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.026042553,0.0,0.0,0.0,0.0,0.0,2023,1,1,17,0,31.68908819,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.04556383,0.0,0.0,0.0,0.0,0.0,2023,1,1,18,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.01993617,0.0,0.0,0.0,0.0,0.0,2023,1,1,19,0,30.94170404,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.017797872,0.0,0.0,0.0,0.0,0.0,2023,1,1,20,0,30.792227206666666,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.012531915,0.0,0.0,0.0,0.0,0.0,2023,1,1,21,0,30.642750373333335,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.013595745,0.0,0.0,0.0,0.0,0.0,2023,1,1,22,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.012904255,0.0,0.0,0.0,0.0,0.0,2023,1,1,23,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.012819149,0.0,0.0,0.0,0.0,0.0,2023,1,2,0,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.01062766,0.0,0.0,0.0,0.0,0.0,2023,1,2,1,0,30.04484305,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009648936,0.0,0.0,0.0,0.0,0.0,2023,1,2,2,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009478723,0.0,0.0,0.0,0.0,0.0,2023,1,2,3,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009255319,0.0,0.0,0.0,0.0,0.0,2023,1,2,4,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009340426,0.0,0.0,0.0,0.0,0.0,2023,1,2,5,0,30.04484305,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009329787,0.0,0.0,0.0,0.0,0.0,2023,1,2,6,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010031915,0.0,0.0,0.0,0.0,0.0,2023,1,2,7,0,30.64275037,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.020329787,0.0,0.0,0.0,0.0,0.0,2023,1,2,8,0,31.39013453,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.035702128,0.0,0.0,0.0,0.0,0.0,2023,1,2,9,0,31.09118087,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.025755319,0.0,0.0,0.0,0.0,0.0,2023,1,2,10,0,31.09118087,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.021329787,0.0,0.0,0.0,0.0,0.0,2023,1,2,11,0,31.2406577,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.027893617,0.0,0.0,0.0,0.0,0.0,2023,1,2,12,0,31.53961136,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.045691489,0.0,0.0,0.0,0.0,0.0,2023,1,2,13,0,31.98804185,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.057031915,0.0,0.0,0.0,0.0,0.0,2023,1,2,14,0,31.83856502,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.045510638,0.0,0.0,0.0,0.0,0.0,2023,1,2,15,0,31.98804185,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.051223404,0.0,0.0,0.0,0.0,0.0,2023,1,2,16,0,31.83856502,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.034553191,0.0,0.0,0.0,0.0,0.0,2023,1,2,17,0,31.53961136,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.034021277,0.0,0.0,0.0,0.0,0.0,2023,1,2,18,0,31.2406577,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.028606383,0.0,0.0,0.0,0.0,0.0,2023,1,2,19,0,31.2406577,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.021404255,0.0,0.0,0.0,0.0,0.0,2023,1,2,20,0,30.94170404,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.022106383,0.0,0.0,0.0,0.0,0.0,2023,1,2,21,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.024414894,0.0,0.0,0.0,0.0,0.0,2023,1,2,22,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.021680851,0.0,0.0,0.0,0.0,0.0,2023,1,2,23,0,30.64275037,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.015414894,0.0,0.0,0.0,0.0,0.0,2023,1,3,0,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.014702128,0.0,0.0,0.0,0.0,0.0,2023,1,3,1,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010925532,0.0,0.0,0.0,0.0,0.0,2023,1,3,2,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.01456383,0.0,0.0,0.0,0.0,0.0,2023,1,3,3,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009978723,0.0,0.0,0.0,0.0,0.0,2023,1,3,4,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.0105,0.0,0.0,0.0,0.0,0.0,2023,1,3,5,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010574468,0.0,0.0,0.0,0.0,0.0,2023,1,3,6,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.015414894,0.0,0.0,0.0,0.0,0.0,2023,1,3,7,0,30.64275037,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.016797872,0.0,0.0,0.0,0.0,0.0,2023,1,3,8,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.02343617,0.0,0.0,0.0,0.0,0.0,2023,1,3,9,0,31.2406577,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.040234043,0.0,0.0,0.0,0.0,0.0,2023,1,3,10,0,31.68908819,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.045148936,0.0,0.0,0.0,0.0,0.0,2023,1,3,11,0,31.98804185,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.056404255,0.0,0.0,0.0,0.0,0.0,2023,1,3,12,0,34.37967115,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.142308511,0.0,0.0,0.0,0.0,0.0,2023,1,3,13,0,33.03437967,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.086595745,0.0,0.0,0.0,0.0,0.0,2023,1,3,14,0,32.810164424999996,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.054340426,0.0,0.0,0.0,0.0,0.0,2023,1,3,15,0,32.58594918,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.066244681,0.0,0.0,0.0,0.0,0.0,2023,1,3,16,0,33.1838565,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.077904255,0.0,0.0,0.0,0.0,0.0,2023,1,3,17,0,31.98804185,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.043617021,0.0,0.0,0.0,0.0,0.0,2023,1,3,18,0,31.53961136,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.037138298,0.0,0.0,0.0,0.0,0.0,2023,1,3,19,0,32.28699552,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.054255319,0.0,0.0,0.0,0.0,0.0,2023,1,3,20,0,31.53961136,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.029191489,0.0,0.0,0.0,0.0,0.0,2023,1,3,21,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.025446809,0.0,0.0,0.0,0.0,0.0,2023,1,3,22,0,30.59292476,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.022340426,0.0,0.0,0.0,0.0,0.0,2023,1,3,23,0,30.39362232,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.016765957,0.0,0.0,0.0,0.0,0.0,2023,1,4,0,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.011553191,0.0,0.0,0.0,0.0,0.0,2023,1,4,1,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.012585106,0.0,0.0,0.0,0.0,0.0,2023,1,4,2,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.015329787,0.0,0.0,0.0,0.0,0.0,2023,1,4,3,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010882979,0.0,0.0,0.0,0.0,0.0,2023,1,4,4,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009457447,0.0,0.0,0.0,0.0,0.0,2023,1,4,5,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010787234,0.0,0.0,0.0,0.0,0.0,2023,1,4,6,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.010648936,0.0,0.0,0.0,0.0,0.0,2023,1,4,7,0,30.64275037,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.020170213,0.0,0.0,0.0,0.0,0.0,2023,1,4,8,0,31.39013453,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.049010638,0.0,0.0,0.0,0.0,0.0,2023,1,4,9,0,31.53961136,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.043223404,0.0,0.0,0.0,0.0,0.0,2023,1,4,10,0,32.13751868,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.055531915,0.0,0.0,0.0,0.0,0.0,2023,1,4,11,0,32.735426005,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.05862766,0.0,0.0,0.0,0.0,0.0,2023,1,4,12,0,33.33333333,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.105457447,0.0,0.0,0.0,0.0,0.0,2023,1,4,13,0,33.48281016,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.090776596,0.0,0.0,0.0,0.0,0.0,2023,1,4,14,0,33.93124066,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.102021277,0.0,0.0,0.0,0.0,0.0,2023,1,4,15,0,33.819133035,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.176882979,0.0,0.0,0.0,0.0,0.0,2023,1,4,16,0,33.70702541,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.095148936,0.0,0.0,0.0,0.0,0.0,2023,1,4,17,0,33.594917785,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.067606383,0.0,0.0,0.0,0.0,0.0,2023,1,4,18,0,33.48281016,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.078297872,0.0,0.0,0.0,0.0,0.0,2023,1,4,19,0,32.43647235,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.063074468,0.0,0.0,0.0,0.0,0.0,2023,1,4,21,0,31.614349775,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.014670213,0.0,0.0,0.0,0.0,0.0,2023,1,4,23,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.023244681,0.0,0.0,0.0,0.0,0.0,2023,1,5,0,0,30.49327354,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009946809,0.0,0.0,0.0,0.0,0.0,2023,1,5,2,0,30.418535125,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009989362,0.0,0.0,0.0,0.0,0.0,2023,1,5,3,0,30.34379671,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009085106,0.0,0.0,0.0,0.0,0.0,2023,1,5,4,0,30.19431988,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009882979,0.0,0.0,0.0,0.0,0.0,2023,1,5,5,0,30.39362232,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.009787234,0.0,0.0,0.0,0.0,0.0,2023,1,5,6,0,30.59292476,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
B_10,Cell0,0.014914894,0.0,0.0,0.0,0.0,0.0,2023,1,5,7,0,30.7922272,Type1,Mode2,0.2540035274224343,1.0,0.015873015873015872,0.49922619935161183
